"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"CoreNet-GP-NP-Out-TCP";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"Gestion réseau de base - Stratégie de groupe (Trafic sortant NP)";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"445";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-GP-Out-TCP";"Gestion réseau de base - Stratégie de groupe (Trafic sortant TCP)";"Règle de trafic sortant qui autorise le trafic RPC distant pour les mises à jour de la Stratégie de groupe. [TCP]";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"gpsvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-DNS-Out-UDP";"Gestion réseau de base - DNS (Trafic sortant UDP)";"Règle de trafic sortant qui autorise les requêtes DNS. Les réponses DNS basées sur les requêtes correspondant à cette règle seront autorisées indépendamment de l’adresse source. Ce comportement est considéré comme du mappage de source libre. [LSM] [UDP 53]";"@FirewallAPI.dll,-25000";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"53";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-GP-LSASS-Out-TCP";"Gestion réseau de base - stratégie de groupe (Trafic sortant LSASS)";"Règle de trafic sortant autorisant le trafic LSASS distant pour les mises à jour de Stratégies de groupe [TCP].";"@FirewallAPI.dll,-25000";"True";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\lsass.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-Out";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet4";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-Out";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-In-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP4-EchoRequest-Out-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv4-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Entrant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope";"Diagnostics de réseau de base - Demande d'écho ICMP (ICMPv6-Sortant)";"Les messages Demande d’écho ICMP sont envoyés en tant que demandes Ping à d’autres nœuds.";"@FirewallAPI.dll,-27000";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP";"Journaux et alertes de performance (TCP entrant)";"Règle de trafic entrant pour les journaux et alertes de performance. [TCP entrant]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP";"Journaux et alertes de performance (DCOM entrant)";"Règle de trafic entrant pour les journaux et alertes de performance afin d’autoriser l’activation DCOM à distance. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP-NoScope";"Journaux et alertes de performance (TCP entrant)";"Règle de trafic entrant pour les journaux et alertes de performance. [TCP entrant]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP-NoScope";"Journaux et alertes de performance (DCOM entrant)";"Règle de trafic entrant pour les journaux et alertes de performance afin d’autoriser l’activation DCOM à distance. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP-NoScope";"Gestion des volumes à distance - Service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le service de disque virtuel via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vds.exe";;"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP-NoScope";"Gestion des volumes à distance - Chargeur du service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le chargeur du service de disque virtuel via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vdsldr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-RPCSS-In-TCP-NoScope";"Gestion des volumes à distance (RPC-EPMAP)";"Règle de trafic entrant du service RPCSS qui autorise le trafic RPC/TCP pour la gestion des volumes à distance.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDS-In-TCP";"Gestion des volumes à distance - Service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le service de disque virtuel via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vds.exe";;"vds";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP";"Gestion des volumes à distance - Chargeur du service de disque virtuel (RPC)";"Règle de trafic entrant pour gérer à distance les volumes et le chargeur du service de disque virtuel via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vdsldr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-RPCSS-In-TCP";"Gestion des volumes à distance (RPC-EPMAP)";"Règle de trafic entrant du service RPCSS qui autorise le trafic RPC/TCP pour la gestion des volumes à distance.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out";"Client de synchronisation de la gestion des périphériques de Windows (TCP sortant)";"Autoriser le trafic TCP sortant à partir du client de synchronisation de la gestion des périphériques Windows";"@FirewallAPI.dll,-37502";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\omadmclient.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-In-TCP-NoScope";"Gestion à distance des tâches planifiées (RPC)";"Règle de trafic entrant pour que le service Planificateur de tâches soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-33252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-RPCSS-In-TCP-NoScope";"Gestion à distance des tâches planifiées (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le service Planificateur de tâches.";"@FirewallAPI.dll,-33252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-In-TCP";"Gestion à distance des tâches planifiées (RPC)";"Règle de trafic entrant pour que le service Planificateur de tâches soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-33252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-RPCSS-In-TCP";"Gestion à distance des tâches planifiées (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le service Planificateur de tâches.";"@FirewallAPI.dll,-33252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP-NoScope";"Service iSCSI (TCP-Entrée)";"Règle de trafic entrant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"@FirewallAPI.dll,-29002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-Out-TCP-NoScope";"Service iSCSI (TCP-Sortie)";"Règle de trafic sortant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"@FirewallAPI.dll,-29002";"False";"Domain";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-In-TCP";"Service iSCSI (TCP-Entrée)";"Règle de trafic entrant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"@FirewallAPI.dll,-29002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MsiScsi-Out-TCP";"Service iSCSI (TCP-Sortie)";"Règle de trafic sortant pour le service iSCSI pour autoriser les communications avec un périphérique ou un serveur iSCSI. [TCP]";"@FirewallAPI.dll,-29002";"False";"Private, Public";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Msiscsi";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-In-TCP-NoScope";"Gestion des services à distance (RPC)";"Règle de trafic entrant pour que le Gestionnaire local de contrôle des services soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\services.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-NP-In-TCP-NoScope";"Gestion des services à distance (NP-Entrée)";"Règle de trafic entrant pour que le Gestionnaire local de contrôle des services soit géré à distance par le biais de canaux nommés.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-RPCSS-In-TCP-NoScope";"Gestion des services à distance (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le Gestionnaire local de contrôle des services.";"@FirewallAPI.dll,-29502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-In-TCP";"Gestion des services à distance (RPC)";"Règle de trafic entrant pour que le Gestionnaire local de contrôle des services soit géré à distance via RPC/TCP.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\services.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-NP-In-TCP";"Gestion des services à distance (NP-Entrée)";"Règle de trafic entrant pour que le Gestionnaire local de contrôle des services soit géré à distance par le biais de canaux nommés.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteSvcAdmin-RPCSS-In-TCP";"Gestion des services à distance (RPC-EPMAP)";"Règle de trafic entrant pour le service RPCSS pour autoriser le trafic RPC/TCP pour le Gestionnaire local de contrôle des services.";"@FirewallAPI.dll,-29502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-DeviceManagement-deviceenroller-TCP-Out";"Outil d’inscription de gestion des appareils Windows (TCP sortant)";"Autoriser le trafic TCP sortant à partir de l’outil d’inscription du Gestionnaire de périphériques Windows";"@FirewallAPI.dll,-37502";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"80,443";"Any";"Any";"%SystemRoot%\system32\deviceenroller.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv4";"Analyse de l’ordinateur virtuel (Demande d’écho - Trafic entrant ICMPv4)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv6";"Analyse de l’ordinateur virtuel (Demande d’écho - Trafic entrant ICMPv6)";"Les messages Demande d’écho sont envoyés en tant que demandes Ping à d’autres nœuds.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-nb-session";"Analyse de l’ordinateur virtuel (NB-Session-Entrée)";"Autorisez les connexions au service de session NetBIOS.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"139";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-rpc";"Analyse de l’ordinateur virtuel (RPC)";"Autorisez la gestion à distance du service du Planificateur de tâches via RPC/TCP.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
